TDRS Orbit Determination

341 measurements read from tracking data file

Iteration 1

     Date         UTC        Sta TDRS   obs  [m]    comp [m]    o-c [m]
  1999/09/01  08:17:01.000   161   4   78702.1354  78702.1332     2.22
  1999/09/01  08:17:31.000   161   4   78857.7117  78857.7096     2.06
  1999/09/01  08:18:01.000   161   4   79017.3315  79017.3300     1.55
  1999/09/01  08:18:31.000   161   4   79180.7986  79180.7965     2.11
  1999/09/01  08:19:01.000   161   4   79347.9110  79347.9090     2.01
  1999/09/01  08:19:31.000   161   4   79518.4673  79518.4650     2.30
  1999/09/01  08:20:01.000   161   4   79692.2618  79692.2602     1.61
  1999/09/01  08:20:31.000   161   4   79869.0881  79869.0888    -0.69
  1999/09/01  08:21:31.000   161   4   80231.0188  80231.0177     1.07
  1999/09/01  08:22:01.000   161   4   80415.7045  80415.7022     2.28
  1999/09/01  08:22:31.000   161   4   80602.5891  80602.5890     0.07
  1999/09/01  08:23:01.000   161   4   80791.4709  80791.4700     0.93
  1999/09/01  09:38:01.000   161   4   76318.5710  76318.5766    -5.63
  1999/09/01  09:38:31.000   161   4   76221.8221  76221.8143     7.82
  1999/09/01  09:39:01.000   161   4   76132.1855  76132.1908    -5.32
  1999/09/01  09:39:31.000   161   4   76049.8567  76049.8551     1.57
  1999/09/01  09:40:01.000   161   4   75974.9429  75974.9456    -2.69
  1999/09/01  09:40:31.000   161   4   75907.5859  75907.5896    -3.68
  1999/09/01  09:41:01.000   161   4   75847.9058  75847.9030     2.82
  1999/09/01  09:41:31.000   161   4   75795.9902  75795.9897     0.45
  1999/09/01  09:42:01.000   161   4   75751.9390  75751.9415    -2.51
  1999/09/01  09:42:31.000   161   4   75715.8348  75715.8372    -2.37
  1999/09/01  09:43:01.000   161   4   75687.7423  75687.7426    -0.31
  1999/09/01  09:43:31.000   161   4   75667.7193  75667.7104     8.87
  1999/09/01  09:44:01.000   161   4   75655.7825  75655.7797     2.79
  1999/09/01  09:44:31.000   161   4   75651.9756  75651.9759    -0.27
  1999/09/01  09:45:01.000   161   4   75656.3101  75656.3105    -0.41
  1999/09/01  09:45:31.000   161   4   75668.7813  75668.7814    -0.12
  1999/09/01  09:46:01.000   161   4   75689.3730  75689.3725     0.46
  1999/09/01  10:50:01.000   162   5   78395.3030  78395.3101    -7.13
  1999/09/01  10:50:31.000   162   5   78472.5842  78472.5911    -6.85
  1999/09/01  10:51:01.000   162   5   78554.3157  78554.3211    -5.39
  1999/09/01  10:51:31.000   162   5   78640.3788  78640.3809    -2.14
  1999/09/01  10:52:01.000   162   5   78730.6457  78730.6471    -1.42
  1999/09/01  10:52:31.000   162   5   78824.9886  78824.9922    -3.61
  1999/09/01  10:53:01.000   162   5   78923.2819  78923.2852    -3.25
  1999/09/01  10:53:31.000   162   5   79025.3886  79025.3916    -2.97
  1999/09/01  10:54:01.000   162   5   79131.1707  79131.1740    -3.31
  1999/09/01  10:54:31.000   162   5   79240.4900  79240.4923    -2.27
  1999/09/01  10:55:01.000   162   5   79353.2019  79353.2037    -1.75
  1999/09/01  10:55:31.000   162   5   79469.1636  79469.1633     0.34
  1999/09/01  10:56:01.000   162   5   79588.2277  79588.2243     3.44
  1999/09/01  10:56:31.000   162   5   79710.2384  79710.2381     0.26
  1999/09/01  10:57:01.000   162   5   79835.0543  79835.0550    -0.70
  1999/09/01  10:57:31.000   162   5   79962.5235  79962.5238    -0.28
  1999/09/01  10:58:01.000   162   5   80092.4930  80092.4925     0.50
  1999/09/01  10:58:31.000   162   5   80224.8118  80224.8085     3.27
  1999/09/01  10:59:01.000   162   5   80359.3199  80359.3188     1.12
  1999/09/01  12:37:31.000   162   5   79751.1883  79751.1913    -2.98
  1999/09/01  12:38:01.000   162   5   79814.6476  79814.6475     0.14
  1999/09/01  12:38:31.000   162   5   79880.9959  79880.9988    -2.88
  1999/09/01  12:39:01.000   162   5   79950.1692  79950.1721    -2.94
  1999/09/01  12:39:31.000   162   5   80022.0899  80022.0922    -2.28
  1999/09/01  12:40:01.000   162   5   80096.6822  80096.6815     0.73
  1999/09/01  12:40:31.000   162   5   80173.8601  80173.8606    -0.46
  1999/09/01  12:41:01.000   162   5   80253.5478  80253.5482    -0.35
  1999/09/01  12:41:31.000   162   5   80335.6604  80335.6612    -0.79
  1999/09/01  12:42:01.000   162   5   80420.1167  80420.1150     1.69
  1999/09/01  12:42:31.000   162   5   80506.8245  80506.8234     1.08
  1999/09/01  12:43:01.000   162   5   80595.7002  80595.6989     1.33
  1999/09/01  12:43:31.000   162   5   80686.6544  80686.6525     1.86
  1999/09/01  12:44:01.000   162   5   80779.5954  80779.5944     0.95
  1999/09/01  12:44:31.000   162   5   80874.4385  80874.4336     4.91
  1999/09/01  12:45:01.000   162   5   80971.0810  80971.0780     2.95
  1999/09/01  12:45:31.000   162   5   81069.4394  81069.4351     4.31
  1999/09/01  12:46:01.000   162   5   81169.4148  81169.4113     3.53
  1999/09/01  12:46:31.000   162   5   81270.9166  81270.9126     4.02
  1999/09/01  12:47:01.000   162   5   81373.8486  81373.8445     4.10
  1999/09/01  12:47:31.000   162   5   81478.1177  81478.1121     5.58
  1999/09/01  12:48:01.000   162   5   81583.6250  81583.6203     4.73
  1999/09/01  12:48:31.000   162   5   81690.2799  81690.2736     6.34
  1999/09/01  12:49:01.000   162   5   81797.9820  81797.9765     5.49
  1999/09/01  12:49:31.000   162   5   81906.6406  81906.6336     6.96
  1999/09/01  14:24:01.000   162   5   79219.3171  79219.3196    -2.49
  1999/09/01  14:24:31.000   162   5   79267.4263  79267.4283    -1.97
  1999/09/01  14:25:01.000   162   5   79319.3591  79319.3607    -1.61
  1999/09/01  14:25:31.000   162   5   79375.0688  79375.0701    -1.34
  1999/09/01  14:26:01.000   162   5   79434.5055  79434.5055     0.01
  1999/09/01  14:26:31.000   162   5   79497.6131  79497.6115     1.57
  1999/09/01  14:27:01.000   162   5   79564.3306  79564.3289     1.68
  1999/09/01  14:27:31.000   162   5   79634.5979  79634.5943     3.55
  1999/09/01  14:28:01.000   162   5   79708.3432  79708.3406     2.58
  1999/09/01  14:28:31.000   162   5   79785.4998  79785.4968     3.03
  1999/09/01  14:29:01.000   162   5   79865.9897  79865.9882     1.49
  1999/09/01  14:29:31.000   162   5   79949.7388  79949.7368     1.98
  1999/09/01  14:30:01.000   162   5   80036.6633  80036.6611     2.17
  1999/09/01  14:30:31.000   162   5   80126.6813  80126.6764     4.91
  1999/09/01  14:31:01.000   162   5   80219.6991  80219.6948     4.34
  1999/09/01  14:31:31.000   162   5   80315.6295  80315.6255     4.04
  1999/09/01  14:32:01.000   162   5   80414.3789  80414.3749     4.02
  1999/09/01  14:32:31.000   162   5   80515.8510  80515.8467     4.26
  1999/09/01  14:33:01.000   162   5   80619.9480  80619.9423     5.73
  1999/09/01  14:33:31.000   162   5   80726.5652  80726.5603     4.89
  1999/09/01  14:34:01.000   162   5   80835.6035  80835.5975     5.98
  1999/09/01  14:34:31.000   162   5   80946.9554  80946.9485     6.92
  1999/09/01  14:35:01.000   162   5   81060.5108  81060.5059     4.94
  1999/09/01  14:35:31.000   162   5   81176.1673  81176.1606     6.72
  1999/09/01  14:36:01.000   162   5   81293.8078  81293.8020     5.83
  1999/09/01  14:36:31.000   162   5   81413.3249  81413.3179     7.03
  1999/09/01  14:37:01.000   162   5   81534.6008  81534.5948     5.97
  1999/09/01  14:37:31.000   162   5   81657.5258  81657.5182     7.59
  1999/09/01  14:38:01.000   162   5   81781.9788  81781.9724     6.44
  1999/09/01  16:08:01.000   162   5   77825.8865  77825.8934    -6.89
  1999/09/01  16:08:31.000   162   5   77893.2156  77893.2182    -2.62
  1999/09/01  16:09:01.000   162   5   77966.1741  77966.1799    -5.83
  1999/09/01  16:09:31.000   162   5   78044.6853  78044.6918    -6.50
  1999/09/01  16:10:01.000   162   5   78128.6576  78128.6596    -2.04
  1999/09/01  16:10:31.000   162   5   78217.9764  78217.9820    -5.61
  1999/09/01  16:11:01.000   162   5   78312.5444  78312.5505    -6.09
  1999/09/01  16:11:31.000   162   5   78412.2454  78412.2500    -4.60
  1999/09/01  16:12:01.000   162   5   78516.9561  78516.9591    -2.97
  1999/09/01  16:12:31.000   162   5   78626.5446  78626.5501    -5.54
  1999/09/01  16:13:01.000   162   5   78740.8843  78740.8899    -5.58
  1999/09/01  16:13:31.000   162   5   78859.8341  78859.8396    -5.45
  1999/09/01  16:14:01.000   162   5   78983.2502  78983.2553    -5.09
  1999/09/01  16:14:31.000   162   5   79110.9844  79110.9884    -4.04
  1999/09/01  16:15:01.000   162   5   79242.8829  79242.8860    -3.05
  1999/09/01  16:15:31.000   162   5   79378.7866  79378.7906    -4.05
  1999/09/01  16:16:01.000   162   5   79518.5380  79518.5416    -3.58
  1999/09/01  16:16:31.000   162   5   79661.9697  79661.9744    -4.67
  1999/09/01  16:17:31.000   162   5   79959.2092  79959.2128    -3.60
  1999/09/01  16:18:01.000   162   5   80112.6707  80112.6755    -4.75
  1999/09/01  16:18:31.000   162   5   80269.1297  80269.1346    -4.89
  1999/09/01  16:19:01.000   162   5   80428.4110  80428.4135    -2.47
  1999/09/01  16:19:31.000   162   5   80590.3304  80590.3338    -3.39
  1999/09/01  16:20:01.000   162   5   80754.7115  80754.7160    -4.48
  1999/09/01  16:20:31.000   162   5   80921.3762  80921.3795    -3.25
  1999/09/01  16:21:01.000   162   5   81090.1399  81090.1429    -3.01
  1999/09/01  16:21:31.000   162   5   81260.8215  81260.8246    -3.09
  1999/09/01  16:22:01.000   162   5   81433.2408  81433.2425    -1.68
  1999/09/01  17:49:01.000   162   5   76669.4953  76669.4971    -1.84
  1999/09/01  17:49:31.000   162   5   76757.8890  76757.8950    -5.99
  1999/09/01  17:50:01.000   162   5   76853.2282  76853.2341    -5.95
  1999/09/01  17:50:31.000   162   5   76955.3735  76955.3740    -0.50
  1999/09/01  17:51:01.000   162   5   77064.1583  77064.1644    -6.15
  1999/09/01  17:51:31.000   162   5   77179.4433  77179.4464    -3.07
  1999/09/01  17:52:01.000   162   5   77301.0473  77301.0522    -4.86
  1999/09/01  17:52:31.000   162   5   77428.8011  77428.8063    -5.16
  1999/09/01  17:53:01.000   162   5   77562.5204  77562.5256    -5.24
  1999/09/01  17:53:31.000   162   5   77702.0165  77702.0204    -3.93
  1999/09/01  17:54:01.000   162   5   77847.0882  77847.0944    -6.17
  1999/09/01  17:54:31.000   162   5   77997.5419  77997.5454    -3.54
  1999/09/01  17:55:01.000   162   5   78153.1610  78153.1663    -5.33
  1999/09/01  17:55:31.000   162   5   78313.7387  78313.7450    -6.32
  1999/09/01  17:56:01.000   162   5   78479.0602  78479.0653    -5.09
  1999/09/01  17:56:31.000   162   5   78648.9032  78648.9072    -4.05
  1999/09/01  17:57:01.000   162   5   78823.0443  78823.0478    -3.53
  1999/09/01  17:57:31.000   162   5   79001.2563  79001.2613    -4.98
  1999/09/01  17:58:31.000   162   5   79368.9890  79368.9931    -4.14
  1999/09/01  17:59:01.000   162   5   79558.0468  79558.0508    -3.97
  1999/09/01  17:59:31.000   162   5   79750.2590  79750.2605    -1.54
  1999/09/01  18:00:01.000   162   5   79945.3862  79945.3900    -3.79
  1999/09/01  18:00:31.000   162   5   80143.2015  80143.2065    -4.99
  1999/09/01  18:01:01.000   162   5   80343.4728  80343.4776    -4.85
  1999/09/01  18:01:31.000   162   5   80545.9689  80545.9716    -2.70
  1999/09/01  18:02:01.000   162   5   80750.4526  80750.4574    -4.77
  1999/09/01  18:02:31.000   162   5   80956.7014  80956.7051    -3.72
  1999/09/01  18:03:01.000   162   5   81164.4829  81164.4865    -3.57
  1999/09/01  19:29:01.000   162   5   76352.3595  76352.3600    -0.55
  1999/09/01  19:29:31.000   162   5   76449.5188  76449.5194    -0.56
  1999/09/01  19:30:01.000   162   5   76553.8079  76553.8026     5.26
  1999/09/01  19:30:31.000   162   5   76665.0429  76665.0418     1.14
  1999/09/01  19:31:01.000   162   5   76783.0595  76783.0593     0.23
  1999/09/01  19:31:31.000   162   5   76907.6724  76907.6690     3.36
  1999/09/01  19:32:01.000   162   5   77038.6781  77038.6768     1.28
  1999/09/01  19:32:31.000   162   5   77175.8828  77175.8809     1.87
  1999/09/01  19:33:01.000   162   5   77319.0749  77319.0728     2.08
  1999/09/01  19:33:31.000   162   5   77468.0398  77468.0377     2.08
  1999/09/01  19:34:01.000   162   5   77622.5569  77622.5552     1.66
  1999/09/01  19:34:31.000   162   5   77782.4061  77782.4000     6.09
  1999/09/01  19:35:01.000   162   5   77947.3443  77947.3422     2.07
  1999/09/01  19:35:31.000   162   5   78117.1508  78117.1483     2.51
  1999/09/01  19:36:01.000   162   5   78291.5861  78291.5813     4.80
  1999/09/01  19:36:31.000   162   5   78470.4051  78470.4017     3.42
  1999/09/01  19:37:01.000   162   5   78653.3705  78653.3676     2.85
  1999/09/01  19:38:31.000   162   5   79224.7029  79224.6992     3.74
  1999/09/01  19:39:01.000   162   5   79421.8077  79421.8034     4.29
  1999/09/01  19:39:31.000   162   5   79621.8337  79621.8286     5.07
  1999/09/01  19:40:01.000   162   5   79824.5371  79824.5298     7.31
  1999/09/01  19:40:31.000   162   5   80029.6679  80029.6628     5.13
  1999/09/01  19:41:01.000   162   5   80236.9893  80236.9846     4.66
  1999/09/01  19:41:31.000   162   5   80446.2609  80446.2540     6.86
  1999/09/01  19:42:01.000   162   5   80657.2371  80657.2314     5.69
  1999/09/01  19:42:31.000   162   5   80869.6854  80869.6793     6.09
  1999/09/01  19:43:01.000   162   5   81083.3692  81083.3627     6.54
  1999/09/01  20:59:01.000   162   5   76683.0147  76683.0123     2.44
  1999/09/01  20:59:31.000   162   5   76628.8807  76628.8712     9.47
  1999/09/01  21:00:01.000   162   5   76581.8190  76581.8169     2.08
  1999/09/01  21:00:31.000   162   5   76541.9171  76541.9119     5.18
  1999/09/01  21:01:01.000   162   5   76509.2102  76509.2076     2.60
  1999/09/01  21:01:31.000   162   5   76483.7453  76483.7439     1.42
  1999/09/01  21:02:01.000   162   5   76465.5583  76465.5491     9.15
  1999/09/01  21:02:31.000   162   5   76454.6419  76454.6401     1.77
  1999/09/01  21:03:01.000   162   5   76451.0226  76451.0218     0.76
  1999/09/01  21:03:31.000   162   5   76454.6982  76454.6875    10.65
  1999/09/01  21:04:01.000   162   5   76465.6207  76465.6189     1.85
  1999/09/01  21:04:31.000   162   5   76483.7867  76483.7857     0.98
  1999/09/01  21:05:01.000   162   5   76509.1507  76509.1466     4.09
  1999/09/01  21:05:31.000   162   5   76541.6513  76541.6486     2.65
  1999/09/01  21:06:01.000   162   5   76581.2289  76581.2278     1.10
  1999/09/01  21:06:31.000   162   5   76627.8115  76627.8091     2.37
  1999/09/01  21:07:01.000   162   5   76681.3093  76681.3071     2.23
  1999/09/01  21:07:31.000   162   5   76741.6258  76741.6257     0.06
  1999/09/01  21:08:01.000   162   5   76808.6630  76808.6593     3.74
  1999/09/01  21:08:31.000   162   5   76882.2925  76882.2921     0.36
  1999/09/01  21:09:01.000   162   5   76962.3999  76962.3997     0.22
  1999/09/01  21:09:31.000   162   5   77048.8492  77048.8484     0.82
  1999/09/01  21:10:01.000   162   5   77141.4950  77141.4964    -1.36
  1999/09/01  21:10:31.000   162   5   77240.1956  77240.1939     1.74
  1999/09/01  21:11:01.000   162   5   77344.7817  77344.7837    -1.97
  1999/09/01  21:11:31.000   162   5   77455.1022  77455.1016     0.60
  1999/09/01  21:12:01.000   162   5   77570.9757  77570.9770    -1.32
  1999/09/01  21:12:31.000   162   5   77692.2320  77692.2333    -1.30
  1999/09/01  21:13:01.000   162   5   77818.6944  77818.6883     6.07
  1999/09/01  22:51:01.000   162   5   78278.9842  78278.9819     2.34
  1999/09/01  22:51:31.000   162   5   78345.9391  78345.9368     2.26
  1999/09/01  22:52:01.000   162   5   78417.3558  78417.3538     2.04
  1999/09/01  22:52:31.000   162   5   78493.1291  78493.1265     2.56
  1999/09/01  22:53:01.000   162   5   78573.1467  78573.1445     2.16
  1999/09/01  22:53:31.000   162   5   78657.2945  78657.2929     1.63
  1999/09/01  22:54:01.000   162   5   78745.4541  78745.4527     1.44
  1999/09/01  22:54:31.000   162   5   78837.5020  78837.5013     0.65
  1999/09/01  22:55:01.000   162   5   78933.3126  78933.3129    -0.29
  1999/09/01  22:55:31.000   162   5   79032.7578  79032.7581    -0.30
  1999/09/01  22:56:01.000   162   5   79135.7045  79135.7049    -0.38
  1999/09/01  22:56:31.000   162   5   79242.0186  79242.0185     0.08
  1999/09/01  22:57:01.000   162   5   79351.5622  79351.5619     0.27
  1999/09/01  22:57:31.000   162   5   79464.1954  79464.1959    -0.53
  1999/09/01  22:58:01.000   162   5   79579.7772  79579.7795    -2.30
  1999/09/01  22:58:31.000   162   5   79698.1672  79698.1700    -2.83
  1999/09/01  22:59:01.000   162   5   79819.2209  79819.2236    -2.66
  1999/09/01  22:59:31.000   162   5   79942.7935  79942.7950    -1.53
  1999/09/01  23:00:01.000   162   5   80068.7369  80068.7385    -1.61
  1999/09/01  23:00:31.000   162   5   80196.9046  80196.9074    -2.81
  1999/09/01  23:01:01.000   162   5   80327.1522  80327.1547    -2.54
  1999/09/01  23:01:31.000   162   5   80459.3313  80459.3332    -1.95
                                                               _______
                                                       Mean      -0.07 m
                                                       RMS        3.53 m


Results of iteration 3

  Parameter            a priori   tot.corr. last corr.       final       sigma
  x  [m]   User      1476200.00     -37.03      -0.01    1476162.97      12.86
  y  [m]   User      5996200.00      45.61       0.04    5996245.61      11.51
  z  [m]   User     -3209000.00     200.52       0.05   -3208799.48      17.23
  vx [m/s] User     -3854.00000   -0.00302   -0.00002   -3854.00302    0.00708
  vy [m/s] User      3778.50000   -0.11033   -0.00006    3778.38967    0.01626
  vz [m/s] User      5302.20000    0.04193    0.00001    5302.24193    0.01361
  CD       User          2.3000     0.3127    -0.0007        2.6127     0.1632
  CR       User          1.3000     0.0002     0.0000        1.3002     0.1000
  x  [m]   TDRS-4   20174293.60       0.02      -0.00   20174293.62       0.99
  y  [m]   TDRS-4  -37024903.80      -0.03       0.00  -37024903.83       1.00
  z  [m]   TDRS-4    -982925.20       0.00      -0.00    -982925.20       1.00
  vx [m/s] TDRS-4    2696.96340    0.00024    0.00000    2696.96364    0.00018
  vy [m/s] TDRS-4    1471.50740    0.00022    0.00000    1471.50762    0.00038
  vz [m/s] TDRS-4    -100.52610   -0.00024   -0.00000    -100.52634    0.00099
  CD       TDRS-4        2.3000     0.0000     0.0000        2.3000     0.0010
  CR       TDRS-4        1.3915    -0.0000     0.0000        1.3915     0.0010
  x  [m]   TDRS-5  -40783913.50       3.08      -0.01  -40783910.42      13.54
  y  [m]   TDRS-5   10622599.30       3.18      -0.03   10622602.48      43.45
  z  [m]   TDRS-5     992633.10     -21.46      -0.10     992611.64      55.13
  vx [m/s] TDRS-5    -774.38960   -0.00095    0.00000    -774.39055    0.00305
  vy [m/s] TDRS-5   -2976.09550    0.00008   -0.00000   -2976.09542    0.00065
  vz [m/s] TDRS-5      18.89940    0.00041   -0.00001      18.89981    0.00498
  CD       TDRS-5        2.3000     0.0000     0.0000        2.3000     0.1000
  CR       TDRS-5        1.4062     0.0375     0.0000        1.4437     0.0366


Iteration 4

     Date         UTC        Sta TDRS   obs  [m]    comp [m]    o-c [m]
  1999/09/01  00:22:01.000   162   5   79010.2586  79010.2589    -0.34
  1999/09/01  00:22:31.000   162   5   78980.4438  78980.4446    -0.78
  1999/09/01  00:23:01.000   162   5   78954.4798  78954.4810    -1.16
  1999/09/01  00:23:31.000   162   5   78932.3844  78932.3867    -2.26
  1999/09/01  00:24:01.000   162   5   78914.1732  78914.1759    -2.67
  1999/09/01  00:24:31.000   162   5   78899.8554  78899.8584    -2.97
  1999/09/01  00:25:01.000   162   5   78889.4362  78889.4395    -3.31
  1999/09/01  00:25:31.000   162   5   78882.9168  78882.9202    -3.44
  1999/09/01  00:26:01.000   162   5   78880.2936  78880.2971    -3.50
  1999/09/01  00:26:31.000   162   5   78881.5586  78881.5623    -3.65
  1999/09/01  00:27:01.000   162   5   78886.6999  78886.7035    -3.62
  1999/09/01  00:27:31.000   162   5   78895.7004  78895.7044    -3.97
  1999/09/01  00:28:01.000   162   5   78908.5399  78908.5440    -4.15
  1999/09/01  00:28:31.000   162   5   78925.1932  78925.1976    -4.35
  1999/09/01  00:29:01.000   162   5   78945.6304  78945.6358    -5.35
  1999/09/01  00:29:31.000   162   5   78969.8199  78969.8254    -5.54
  1999/09/01  00:30:01.000   162   5   78997.7247  78997.7294    -4.70
  1999/09/01  00:30:31.000   162   5   79029.3031  79029.3065    -3.44
  1999/09/01  02:40:01.000   161   4   78681.9981  78681.9947     3.37
  1999/09/01  02:40:31.000   161   4   78628.7893  78628.7859     3.39
  1999/09/01  02:41:01.000   161   4   78580.0788  78580.0745     4.33
  1999/09/01  02:41:31.000   161   4   78535.9086  78535.9057     2.92
  1999/09/01  02:42:01.000   161   4   78496.3209  78496.3191     1.78
  1999/09/01  02:42:31.000   161   4   78461.3516  78461.3486     2.98
  1999/09/01  02:43:01.000   161   4   78431.0270  78431.0222     4.84
  1999/09/01  02:43:31.000   161   4   78405.3617  78405.3619    -0.16
  1999/09/01  02:44:01.000   161   4   78384.3815  78384.3839    -2.44
  1999/09/01  02:44:31.000   161   4   78368.0953  78368.0987    -3.37
  1999/09/01  02:45:01.000   161   4   78356.5069  78356.5104    -3.50
  1999/09/01  02:45:31.000   161   4   78349.6149  78349.6176    -2.65
  1999/09/01  02:46:01.000   161   4   78347.4102  78347.4126    -2.43
  1999/09/01  02:46:31.000   161   4   78349.8820  78349.8823    -0.31
  1999/09/01  02:47:01.000   161   4   78357.0110  78357.0074     3.60
  1999/09/01  02:47:31.000   161   4   78368.7652  78368.7630     2.18
  1999/09/01  02:48:01.000   161   4   78385.1170  78385.1186    -1.57
  1999/09/01  02:48:31.000   161   4   78406.0352  78406.0379    -2.69
  1999/09/01  02:49:01.000   161   4   78431.4768  78431.4794    -2.58
  1999/09/01  02:49:31.000   161   4   78461.3935  78461.3961    -2.55
  1999/09/01  02:50:01.000   161   4   78495.7337  78495.7357    -2.02
  1999/09/01  02:50:31.000   161   4   78534.4401  78534.4411    -1.01
  1999/09/01  02:51:01.000   161   4   78577.4498  78577.4500    -0.22
  1999/09/01  03:56:01.000   162   5   77781.1765  77781.1741     2.44
  1999/09/01  03:56:31.000   162   5   77729.3331  77729.3299     3.25
  1999/09/01  03:57:01.000   162   5   77682.8479  77682.8471     0.80
  1999/09/01  03:57:31.000   162   5   77641.8067  77641.8066     0.07
  1999/09/01  03:58:01.000   162   5   77606.2840  77606.2822     1.82
  1999/09/01  03:58:31.000   162   5   77576.3428  77576.3402     2.62
  1999/09/01  03:59:01.000   162   5   77552.0388  77552.0395    -0.73
  1999/09/01  03:59:31.000   162   5   77533.4317  77533.4314     0.25
  1999/09/01  04:00:01.000   162   5   77520.5629  77520.5593     3.64
  1999/09/01  04:00:31.000   162   5   77513.4566  77513.4583    -1.68
  1999/09/01  04:01:01.000   162   5   77512.1553  77512.1557    -0.42
  1999/09/01  04:01:31.000   162   5   77516.6724  77516.6705     1.87
  1999/09/01  04:02:01.000   162   5   77527.0114  77527.0134    -1.96
  1999/09/01  04:02:31.000   162   5   77543.1870  77543.1865     0.47
  1999/09/01  04:03:01.000   162   5   77565.1838  77565.1840    -0.18
  1999/09/01  04:03:31.000   162   5   77592.9899  77592.9913    -1.38
  1999/09/01  04:04:01.000   162   5   77626.5858  77626.5857     0.11
  1999/09/01  04:04:31.000   162   5   77665.9351  77665.9362    -1.07
  1999/09/01  04:05:01.000   162   5   77711.0033  77711.0035    -0.20
  1999/09/01  04:05:31.000   162   5   77761.7406  77761.7404     0.24
  1999/09/01  04:06:01.000   162   5   77818.0902  77818.0915    -1.29
  1999/09/01  04:06:31.000   162   5   77879.9939  77879.9938     0.10
  1999/09/01  04:07:01.000   162   5   77947.3784  77947.3766     1.84
  1999/09/01  04:07:31.000   162   5   78020.1610  78020.1616    -0.61
  1999/09/01  04:08:01.000   162   5   78098.2628  78098.2635    -0.73
  1999/09/01  04:08:31.000   162   5   78181.5910  78181.5899     1.08
  1999/09/01  04:09:01.000   162   5   78270.0422  78270.0416     0.61
  1999/09/01  04:09:31.000   162   5   78363.5109  78363.5128    -1.95
  1999/09/01  04:10:01.000   162   5   78461.8894  78461.8918    -2.36
  1999/09/01  05:36:01.000   162   5   76736.2471  76736.2518    -4.65
  1999/09/01  05:36:31.000   162   5   76654.1239  76654.1266    -2.73
  1999/09/01  05:37:01.000   162   5   76578.8077  76578.8119    -4.22
  1999/09/01  05:37:31.000   162   5   76510.4333  76510.4359    -2.59
  1999/09/01  05:38:01.000   162   5   76449.1124  76449.1168    -4.40
  1999/09/01  05:38:31.000   162   5   76394.9686  76394.9625     6.11
  1999/09/01  05:39:01.000   162   5   76348.0665  76348.0700    -3.49
  1999/09/01  05:39:31.000   162   5   76308.5219  76308.5251    -3.23
  1999/09/01  05:40:01.000   162   5   76276.4056  76276.4023     3.35
  1999/09/01  05:40:31.000   162   5   76251.7614  76251.7639    -2.54
  1999/09/01  05:41:01.000   162   5   76234.6589  76234.6607    -1.83
  1999/09/01  05:41:31.000   162   5   76225.1367  76225.1310     5.73
  1999/09/01  05:42:01.000   162   5   76223.2014  76223.2006     0.77
  1999/09/01  05:42:31.000   162   5   76228.8829  76228.8832    -0.35
  1999/09/01  05:43:01.000   162   5   76242.1796  76242.1798    -0.20
  1999/09/01  05:43:31.000   162   5   76263.0810  76263.0788     2.23
  1999/09/01  05:44:01.000   162   5   76291.5593  76291.5561     3.17
  1999/09/01  05:44:31.000   162   5   76327.5749  76327.5755    -0.56
  1999/09/01  05:45:01.000   162   5   76371.0872  76371.0881    -0.87
  1999/09/01  08:09:01.000   161   4   76907.5029  76907.5069    -4.04
  1999/09/01  08:09:31.000   161   4   76975.2622  76975.2672    -4.99
  1999/09/01  08:10:01.000   161   4   77049.5331  77049.5340    -0.89
  1999/09/01  08:10:31.000   161   4   77130.2047  77130.2087    -4.01
  1999/09/01  08:11:01.000   161   4   77217.1847  77217.1835     1.19
  1999/09/01  08:11:31.000   161   4   77310.3383  77310.3417    -3.45
  1999/09/01  08:12:01.000   161   4   77409.5598  77409.5583     1.52
  1999/09/01  08:12:31.000   161   4   77514.6974  77514.6999    -2.47
  1999/09/01  08:13:01.000   161   4   77625.6252  77625.6256    -0.38
  1999/09/01  08:13:31.000   161   4   77742.1862  77742.1872    -0.96
  1999/09/01  08:14:01.000   161   4   77864.2275  77864.2295    -1.99
  1999/09/01  08:14:31.000   161   4   77991.5922  77991.5910     1.22
  1999/09/01  08:15:01.000   161   4   78124.1042  78124.1040     0.19
  1999/09/01  08:15:31.000   161   4   78261.5946  78261.5954    -0.79
  1999/09/01  08:16:01.000   161   4   78403.8862  78403.8868    -0.59
  1999/09/01  08:16:31.000   161   4   78550.7959  78550.7952     0.74
  1999/09/01  08:17:01.000   161   4   78702.1354  78702.1332     2.23
  1999/09/01  08:17:31.000   161   4   78857.7117  78857.7096     2.07
  1999/09/01  08:18:01.000   161   4   79017.3315  79017.3299     1.56
  1999/09/01  08:18:31.000   161   4   79180.7986  79180.7965     2.13
  1999/09/01  08:19:01.000   161   4   79347.9110  79347.9090     2.02
  1999/09/01  08:19:31.000   161   4   79518.4673  79518.4650     2.32
  1999/09/01  08:20:01.000   161   4   79692.2618  79692.2602     1.62
  1999/09/01  08:20:31.000   161   4   79869.0881  79869.0888    -0.67
  1999/09/01  08:21:31.000   161   4   80231.0188  80231.0177     1.09
  1999/09/01  08:22:01.000   161   4   80415.7045  80415.7022     2.30
  1999/09/01  08:22:31.000   161   4   80602.5891  80602.5890     0.09
  1999/09/01  08:23:01.000   161   4   80791.4709  80791.4700     0.94
