TDRS Orbit Determination

341 measurements read from tracking data file

Iteration 1

     Date         UTC        Sta TDRS   obs  [m]    comp [m]    o-c [m]
  1999/09/01  09:38:01.000   161   4   76318.5710  76318.5766    -5.65
  1999/09/01  09:38:31.000   161   4   76221.8221  76221.8143     7.81
  1999/09/01  09:39:01.000   161   4   76132.1855  76132.1908    -5.33
  1999/09/01  09:39:31.000   161   4   76049.8567  76049.8551     1.55
  1999/09/01  09:40:01.000   161   4   75974.9429  75974.9456    -2.70
  1999/09/01  09:40:31.000   161   4   75907.5859  75907.5896    -3.69
  1999/09/01  09:41:01.000   161   4   75847.9058  75847.9030     2.81
  1999/09/01  09:41:31.000   161   4   75795.9902  75795.9898     0.44
  1999/09/01  09:42:01.000   161   4   75751.9390  75751.9415    -2.52
  1999/09/01  09:42:31.000   161   4   75715.8348  75715.8372    -2.37
  1999/09/01  09:43:01.000   161   4   75687.7423  75687.7426    -0.31
  1999/09/01  09:43:31.000   161   4   75667.7193  75667.7104     8.87
  1999/09/01  09:44:01.000   161   4   75655.7825  75655.7797     2.79
  1999/09/01  09:44:31.000   161   4   75651.9756  75651.9759    -0.27
  1999/09/01  09:45:01.000   161   4   75656.3101  75656.3105    -0.41
  1999/09/01  09:45:31.000   161   4   75668.7813  75668.7814    -0.12
  1999/09/01  09:46:01.000   161   4   75689.3730  75689.3725     0.46
  1999/09/01  10:50:01.000   162   5   78395.3030  78395.3101    -7.11
  1999/09/01  10:50:31.000   162   5   78472.5842  78472.5910    -6.83
  1999/09/01  10:51:01.000   162   5   78554.3157  78554.3211    -5.36
  1999/09/01  10:51:31.000   162   5   78640.3788  78640.3809    -2.12
  1999/09/01  10:52:01.000   162   5   78730.6457  78730.6471    -1.40
  1999/09/01  10:52:31.000   162   5   78824.9886  78824.9922    -3.58
  1999/09/01  10:53:01.000   162   5   78923.2819  78923.2851    -3.23
  1999/09/01  10:53:31.000   162   5   79025.3886  79025.3915    -2.94
  1999/09/01  10:54:01.000   162   5   79131.1707  79131.1740    -3.28
  1999/09/01  10:54:31.000   162   5   79240.4900  79240.4922    -2.24
  1999/09/01  10:55:01.000   162   5   79353.2019  79353.2036    -1.72
  1999/09/01  10:55:31.000   162   5   79469.1636  79469.1632     0.37
  1999/09/01  10:56:01.000   162   5   79588.2277  79588.2242     3.48
  1999/09/01  10:56:31.000   162   5   79710.2384  79710.2381     0.30
  1999/09/01  10:57:01.000   162   5   79835.0543  79835.0550    -0.66
  1999/09/01  10:57:31.000   162   5   79962.5235  79962.5237    -0.24
  1999/09/01  10:58:01.000   162   5   80092.4930  80092.4925     0.54
  1999/09/01  10:58:31.000   162   5   80224.8118  80224.8085     3.31
  1999/09/01  10:59:01.000   162   5   80359.3199  80359.3187     1.17
  1999/09/01  12:37:31.000   162   5   79751.1883  79751.1912    -2.91
  1999/09/01  12:38:01.000   162   5   79814.6476  79814.6474     0.21
  1999/09/01  12:38:31.000   162   5   79880.9959  79880.9987    -2.81
  1999/09/01  12:39:01.000   162   5   79950.1692  79950.1721    -2.86
  1999/09/01  12:39:31.000   162   5   80022.0899  80022.0921    -2.21
  1999/09/01  12:40:01.000   162   5   80096.6822  80096.6814     0.81
  1999/09/01  12:40:31.000   162   5   80173.8601  80173.8605    -0.38
  1999/09/01  12:41:01.000   162   5   80253.5478  80253.5481    -0.27
  1999/09/01  12:41:31.000   162   5   80335.6604  80335.6611    -0.71
  1999/09/01  12:42:01.000   162   5   80420.1167  80420.1149     1.78
  1999/09/01  12:42:31.000   162   5   80506.8245  80506.8233     1.17
  1999/09/01  12:43:01.000   162   5   80595.7002  80595.6988     1.42
  1999/09/01  12:43:31.000   162   5   80686.6544  80686.6524     1.96
  1999/09/01  12:44:01.000   162   5   80779.5954  80779.5943     1.05
  1999/09/01  12:44:31.000   162   5   80874.4385  80874.4335     5.01
  1999/09/01  12:45:01.000   162   5   80971.0810  80971.0779     3.05
  1999/09/01  12:45:31.000   162   5   81069.4394  81069.4350     4.42
  1999/09/01  12:46:01.000   162   5   81169.4148  81169.4112     3.63
  1999/09/01  12:46:31.000   162   5   81270.9166  81270.9125     4.13
  1999/09/01  12:47:01.000   162   5   81373.8486  81373.8444     4.21
  1999/09/01  12:47:31.000   162   5   81478.1177  81478.1120     5.69
  1999/09/01  12:48:01.000   162   5   81583.6250  81583.6202     4.84
  1999/09/01  12:48:31.000   162   5   81690.2799  81690.2734     6.45
  1999/09/01  12:49:01.000   162   5   81797.9820  81797.9764     5.61
  1999/09/01  12:49:31.000   162   5   81906.6406  81906.6335     7.08
  1999/09/01  14:24:01.000   162   5   79219.3171  79219.3194    -2.32
  1999/09/01  14:24:31.000   162   5   79267.4263  79267.4281    -1.79
  1999/09/01  14:25:01.000   162   5   79319.3591  79319.3605    -1.43
  1999/09/01  14:25:31.000   162   5   79375.0688  79375.0700    -1.15
  1999/09/01  14:26:01.000   162   5   79434.5055  79434.5053     0.20
  1999/09/01  14:26:31.000   162   5   79497.6131  79497.6113     1.76
  1999/09/01  14:27:01.000   162   5   79564.3306  79564.3287     1.88
  1999/09/01  14:27:31.000   162   5   79634.5979  79634.5941     3.75
  1999/09/01  14:28:01.000   162   5   79708.3432  79708.3404     2.79
  1999/09/01  14:28:31.000   162   5   79785.4998  79785.4966     3.24
  1999/09/01  14:29:01.000   162   5   79865.9897  79865.9880     1.71
  1999/09/01  14:29:31.000   162   5   79949.7388  79949.7366     2.19
  1999/09/01  14:30:01.000   162   5   80036.6633  80036.6609     2.39
  1999/09/01  14:30:31.000   162   5   80126.6813  80126.6762     5.13
  1999/09/01  14:31:01.000   162   5   80219.6991  80219.6945     4.56
  1999/09/01  14:31:31.000   162   5   80315.6295  80315.6252     4.27
  1999/09/01  14:32:01.000   162   5   80414.3789  80414.3746     4.25
  1999/09/01  14:32:31.000   162   5   80515.8510  80515.8465     4.49
  1999/09/01  14:33:01.000   162   5   80619.9480  80619.9420     5.97
  1999/09/01  14:33:31.000   162   5   80726.5652  80726.5601     5.13
  1999/09/01  14:34:01.000   162   5   80835.6035  80835.5973     6.22
  1999/09/01  14:34:31.000   162   5   80946.9554  80946.9482     7.17
  1999/09/01  14:35:01.000   162   5   81060.5108  81060.5056     5.19
  1999/09/01  14:35:31.000   162   5   81176.1673  81176.1603     6.96
  1999/09/01  14:36:01.000   162   5   81293.8078  81293.8017     6.08
  1999/09/01  14:36:31.000   162   5   81413.3249  81413.3176     7.28
  1999/09/01  14:37:01.000   162   5   81534.6008  81534.5946     6.22
  1999/09/01  14:37:31.000   162   5   81657.5258  81657.5180     7.84
  1999/09/01  14:38:01.000   162   5   81781.9788  81781.9721     6.70
  1999/09/01  16:08:01.000   162   5   77825.8865  77825.8931    -6.62
  1999/09/01  16:08:31.000   162   5   77893.2156  77893.2179    -2.34
  1999/09/01  16:09:01.000   162   5   77966.1741  77966.1796    -5.55
  1999/09/01  16:09:31.000   162   5   78044.6853  78044.6915    -6.21
  1999/09/01  16:10:01.000   162   5   78128.6576  78128.6593    -1.74
  1999/09/01  16:10:31.000   162   5   78217.9764  78217.9817    -5.30
  1999/09/01  16:11:01.000   162   5   78312.5444  78312.5502    -5.78
  1999/09/01  16:11:31.000   162   5   78412.2454  78412.2497    -4.29
  1999/09/01  16:12:01.000   162   5   78516.9561  78516.9588    -2.65
  1999/09/01  16:12:31.000   162   5   78626.5446  78626.5498    -5.21
  1999/09/01  16:13:01.000   162   5   78740.8843  78740.8896    -5.25
  1999/09/01  16:13:31.000   162   5   78859.8341  78859.8392    -5.12
  1999/09/01  16:14:01.000   162   5   78983.2502  78983.2549    -4.74
  1999/09/01  16:14:31.000   162   5   79110.9844  79110.9881    -3.70
  1999/09/01  16:15:01.000   162   5   79242.8829  79242.8856    -2.70
  1999/09/01  16:15:31.000   162   5   79378.7866  79378.7903    -3.69
  1999/09/01  16:16:01.000   162   5   79518.5380  79518.5412    -3.22
  1999/09/01  16:16:31.000   162   5   79661.9697  79661.9740    -4.30
  1999/09/01  16:17:31.000   162   5   79959.2092  79959.2124    -3.23
  1999/09/01  16:18:01.000   162   5   80112.6707  80112.6751    -4.38
  1999/09/01  16:18:31.000   162   5   80269.1297  80269.1342    -4.51
  1999/09/01  16:19:01.000   162   5   80428.4110  80428.4131    -2.09
  1999/09/01  16:19:31.000   162   5   80590.3304  80590.3334    -3.01
  1999/09/01  16:20:01.000   162   5   80754.7115  80754.7156    -4.09
  1999/09/01  16:20:31.000   162   5   80921.3762  80921.3791    -2.86
  1999/09/01  16:21:01.000   162   5   81090.1399  81090.1425    -2.62
  1999/09/01  16:21:31.000   162   5   81260.8215  81260.8242    -2.70
  1999/09/01  16:22:01.000   162   5   81433.2408  81433.2421    -1.28
  1999/09/01  17:49:01.000   162   5   76669.4953  76669.4968    -1.52
  1999/09/01  17:49:31.000   162   5   76757.8890  76757.8947    -5.66
  1999/09/01  17:50:01.000   162   5   76853.2282  76853.2338    -5.61
  1999/09/01  17:50:31.000   162   5   76955.3735  76955.3737    -0.15
  1999/09/01  17:51:01.000   162   5   77064.1583  77064.1641    -5.79
  1999/09/01  17:51:31.000   162   5   77179.4433  77179.4460    -2.70
  1999/09/01  17:52:01.000   162   5   77301.0473  77301.0518    -4.49
  1999/09/01  17:52:31.000   162   5   77428.8011  77428.8059    -4.77
  1999/09/01  17:53:01.000   162   5   77562.5204  77562.5253    -4.85
  1999/09/01  17:53:31.000   162   5   77702.0165  77702.0200    -3.53
  1999/09/01  17:54:01.000   162   5   77847.0882  77847.0940    -5.77
  1999/09/01  17:54:31.000   162   5   77997.5419  77997.5450    -3.13
  1999/09/01  17:55:01.000   162   5   78153.1610  78153.1659    -4.91
  1999/09/01  17:55:31.000   162   5   78313.7387  78313.7446    -5.89
  1999/09/01  17:56:01.000   162   5   78479.0602  78479.0649    -4.66
  1999/09/01  17:56:31.000   162   5   78648.9032  78648.9068    -3.61
  1999/09/01  17:57:01.000   162   5   78823.0443  78823.0474    -3.09
  1999/09/01  17:57:31.000   162   5   79001.2563  79001.2608    -4.53
  1999/09/01  17:58:31.000   162   5   79368.9890  79368.9927    -3.68
  1999/09/01  17:59:01.000   162   5   79558.0468  79558.0503    -3.51
  1999/09/01  17:59:31.000   162   5   79750.2590  79750.2601    -1.08
  1999/09/01  18:00:01.000   162   5   79945.3862  79945.3895    -3.32
  1999/09/01  18:00:31.000   162   5   80143.2015  80143.2060    -4.52
  1999/09/01  18:01:01.000   162   5   80343.4728  80343.4772    -4.37
  1999/09/01  18:01:31.000   162   5   80545.9689  80545.9711    -2.22
  1999/09/01  18:02:01.000   162   5   80750.4526  80750.4569    -4.29
  1999/09/01  18:02:31.000   162   5   80956.7014  80956.7046    -3.24
  1999/09/01  18:03:01.000   162   5   81164.4829  81164.4860    -3.08
  1999/09/01  19:29:01.000   162   5   76352.3595  76352.3597    -0.24
  1999/09/01  19:29:31.000   162   5   76449.5188  76449.5190    -0.23
  1999/09/01  19:30:01.000   162   5   76553.8079  76553.8023     5.60
  1999/09/01  19:30:31.000   162   5   76665.0429  76665.0414     1.49
  1999/09/01  19:31:01.000   162   5   76783.0595  76783.0589     0.59
  1999/09/01  19:31:31.000   162   5   76907.6724  76907.6687     3.73
  1999/09/01  19:32:01.000   162   5   77038.6781  77038.6764     1.66
  1999/09/01  19:32:31.000   162   5   77175.8828  77175.8805     2.26
  1999/09/01  19:33:01.000   162   5   77319.0749  77319.0724     2.48
  1999/09/01  19:33:31.000   162   5   77468.0398  77468.0373     2.49
  1999/09/01  19:34:01.000   162   5   77622.5569  77622.5548     2.08
  1999/09/01  19:34:31.000   162   5   77782.4061  77782.3996     6.51
  1999/09/01  19:35:01.000   162   5   77947.3443  77947.3418     2.50
  1999/09/01  19:35:31.000   162   5   78117.1508  78117.1478     2.95
  1999/09/01  19:36:01.000   162   5   78291.5861  78291.5809     5.24
  1999/09/01  19:36:31.000   162   5   78470.4051  78470.4012     3.87
  1999/09/01  19:37:01.000   162   5   78653.3705  78653.3672     3.31
  1999/09/01  19:38:31.000   162   5   79224.7029  79224.6987     4.22
  1999/09/01  19:39:01.000   162   5   79421.8077  79421.8029     4.77
  1999/09/01  19:39:31.000   162   5   79621.8337  79621.8281     5.56
  1999/09/01  19:40:01.000   162   5   79824.5371  79824.5293     7.80
  1999/09/01  19:40:31.000   162   5   80029.6679  80029.6623     5.63
  1999/09/01  19:41:01.000   162   5   80236.9893  80236.9841     5.16
  1999/09/01  19:41:31.000   162   5   80446.2609  80446.2535     7.37
  1999/09/01  19:42:01.000   162   5   80657.2371  80657.2309     6.20
  1999/09/01  19:42:31.000   162   5   80869.6854  80869.6788     6.60
  1999/09/01  19:43:01.000   162   5   81083.3692  81083.3621     7.05
  1999/09/01  20:59:01.000   162   5   76683.0147  76683.0123     2.41
  1999/09/01  20:59:31.000   162   5   76628.8807  76628.8712     9.46
  1999/09/01  21:00:01.000   162   5   76581.8190  76581.8169     2.08
  1999/09/01  21:00:31.000   162   5   76541.9171  76541.9119     5.19
  1999/09/01  21:01:01.000   162   5   76509.2102  76509.2076     2.63
  1999/09/01  21:01:31.000   162   5   76483.7453  76483.7438     1.46
  1999/09/01  21:02:01.000   162   5   76465.5583  76465.5491     9.20
  1999/09/01  21:02:31.000   162   5   76454.6419  76454.6401     1.83
  1999/09/01  21:03:01.000   162   5   76451.0226  76451.0218     0.84
  1999/09/01  21:03:31.000   162   5   76454.6982  76454.6875    10.74
  1999/09/01  21:04:01.000   162   5   76465.6207  76465.6187     1.95
  1999/09/01  21:04:31.000   162   5   76483.7867  76483.7856     1.10
  1999/09/01  21:05:01.000   162   5   76509.1507  76509.1465     4.22
  1999/09/01  21:05:31.000   162   5   76541.6513  76541.6485     2.80
  1999/09/01  21:06:01.000   162   5   76581.2289  76581.2276     1.26
  1999/09/01  21:06:31.000   162   5   76627.8115  76627.8090     2.54
  1999/09/01  21:07:01.000   162   5   76681.3093  76681.3069     2.41
  1999/09/01  21:07:31.000   162   5   76741.6258  76741.6255     0.26
  1999/09/01  21:08:01.000   162   5   76808.6630  76808.6590     3.95
  1999/09/01  21:08:31.000   162   5   76882.2925  76882.2919     0.58
  1999/09/01  21:09:01.000   162   5   76962.3999  76962.3994     0.45
  1999/09/01  21:09:31.000   162   5   77048.8492  77048.8481     1.07
  1999/09/01  21:10:01.000   162   5   77141.4950  77141.4961    -1.11
  1999/09/01  21:10:31.000   162   5   77240.1956  77240.1936     2.01
  1999/09/01  21:11:01.000   162   5   77344.7817  77344.7834    -1.68
  1999/09/01  21:11:31.000   162   5   77455.1022  77455.1013     0.89
  1999/09/01  21:12:01.000   162   5   77570.9757  77570.9767    -1.02
  1999/09/01  21:12:31.000   162   5   77692.2320  77692.2330    -0.99
  1999/09/01  21:13:01.000   162   5   77818.6944  77818.6880     6.40
  1999/09/01  22:51:01.000   162   5   78278.9842  78278.9817     2.46
  1999/09/01  22:51:31.000   162   5   78345.9391  78345.9367     2.39
  1999/09/01  22:52:01.000   162   5   78417.3558  78417.3536     2.18
  1999/09/01  22:52:31.000   162   5   78493.1291  78493.1264     2.71
  1999/09/01  22:53:01.000   162   5   78573.1467  78573.1444     2.33
  1999/09/01  22:53:31.000   162   5   78657.2945  78657.2927     1.81
  1999/09/01  22:54:01.000   162   5   78745.4541  78745.4525     1.62
  1999/09/01  22:54:31.000   162   5   78837.5020  78837.5012     0.85
  1999/09/01  22:55:01.000   162   5   78933.3126  78933.3127    -0.09
  1999/09/01  22:55:31.000   162   5   79032.7578  79032.7579    -0.09
  1999/09/01  22:56:01.000   162   5   79135.7045  79135.7047    -0.16
  1999/09/01  22:56:31.000   162   5   79242.0186  79242.0183     0.31
  1999/09/01  22:57:01.000   162   5   79351.5622  79351.5617     0.51
  1999/09/01  22:57:31.000   162   5   79464.1954  79464.1957    -0.29
  1999/09/01  22:58:01.000   162   5   79579.7772  79579.7792    -2.05
  1999/09/01  22:58:31.000   162   5   79698.1672  79698.1698    -2.57
  1999/09/01  22:59:01.000   162   5   79819.2209  79819.2233    -2.39
  1999/09/01  22:59:31.000   162   5   79942.7935  79942.7948    -1.25
  1999/09/01  23:00:01.000   162   5   80068.7369  80068.7382    -1.33
  1999/09/01  23:00:31.000   162   5   80196.9046  80196.9071    -2.52
  1999/09/01  23:01:01.000   162   5   80327.1522  80327.1544    -2.24
  1999/09/01  23:01:31.000   162   5   80459.3313  80459.3330    -1.65
                                                               _______
                                                       Mean       0.08 m
                                                       RMS        3.53 m


Results of iteration 4

  Parameter            a priori   tot.corr. last corr.       final       sigma
  x  [m]   User      1476200.00     -36.99       0.04    1476163.01      12.86
  y  [m]   User      5996200.00      45.50      -0.11    5996245.50      11.51
  z  [m]   User     -3209000.00     200.42      -0.10   -3208799.58      17.23
  vx [m/s] User     -3854.00000   -0.00298    0.00004   -3854.00298    0.00708
  vy [m/s] User      3778.50000   -0.11017    0.00016    3778.38983    0.01626
  vz [m/s] User      5302.20000    0.04189   -0.00003    5302.24189    0.01361
  CD       User          2.3000     0.3115    -0.0012        2.6115     0.1632
  CR       User          1.3000     0.0002    -0.0000        1.3002     0.1000
  x  [m]   TDRS-4   20174293.60       0.02      -0.00   20174293.62       0.99
  y  [m]   TDRS-4  -37024903.80      -0.03      -0.00  -37024903.83       1.00
  z  [m]   TDRS-4    -982925.20       0.00       0.00    -982925.20       1.00
  vx [m/s] TDRS-4    2696.96340    0.00024   -0.00000    2696.96364    0.00018
  vy [m/s] TDRS-4    1471.50740    0.00022    0.00000    1471.50762    0.00038
  vz [m/s] TDRS-4    -100.52610   -0.00024    0.00000    -100.52634    0.00099
  CD       TDRS-4        2.3000     0.0000     0.0000        2.3000     0.0010
  CR       TDRS-4        1.3915    -0.0000    -0.0000        1.3915     0.0010
  x  [m]   TDRS-5  -40783913.50       3.14       0.06  -40783910.36      13.54
  y  [m]   TDRS-5   10622599.30       3.37       0.19   10622602.67      43.45
  z  [m]   TDRS-5     992633.10     -21.15       0.31     992611.95      55.13
  vx [m/s] TDRS-5    -774.38960   -0.00097   -0.00002    -774.39057    0.00305
  vy [m/s] TDRS-5   -2976.09550    0.00008    0.00001   -2976.09542    0.00065
  vz [m/s] TDRS-5      18.89940    0.00042    0.00001      18.89982    0.00498
  CD       TDRS-5        2.3000     0.0000     0.0000        2.3000     0.1000
  CR       TDRS-5        1.4062     0.0383     0.0007        1.4445     0.0366


