GPS/MET Real Time Orbit Determination

 Initial Epoch:           1996/10/01  00:05:29.000
 Inertial position:       -2915758.858    4622150.287   -4581931.300
 Inertial velocity:        -529.964911   -5411.837062   -5119.305700

 Gravity field order:  10
 Step size:            30.0 s
 Measurement sigma:    100.0 m
 A priori pos. sigma:  1000.0 m
 A priori vel. sigma:  10.0000 m/s
 State noise position: 0.5 m
 State noise velocity: 0.0005 m/s
 Edit level (sigma):   3.0


   Time      x(WGS)     y(WGS)     z(WGS)       Position [m]        Velocity [m/s]    Semi-major axis [m] 
    [s]        [m]        [m]        [m]     Meas. Sigma  Estim. Meas.  Sigma  Estim.  Meas. Sigma  Estim.
 62860.0   4390564.4  2518898.5  4988281.2   72.3   38.8   26.2  0.345  0.039  0.011   10.4    5.8    4.0
 63160.0   2520942.6  2583889.1  6121452.2   24.7   38.7   27.0  0.517  0.039  0.011   58.1    5.9    4.0
 63460.0    402606.1  2482077.0  6648423.4   43.8   38.7   25.7  0.180  0.039  0.023   90.0    5.9    5.7
 63760.0  -1763048.8  2230296.3  6517936.5   66.2   38.6   20.2  0.646  0.039  0.024   91.6    5.9    5.1
 64060.0  -3769609.0  1851047.0  5743527.5   18.0   38.6   18.7  0.343  0.039  0.031   36.2    5.9    1.3
 64360.0  -5425456.3  1370469.8  4401987.3   31.8   38.6   20.3  0.472  0.039  0.034   55.2    5.9    3.4
 64660.0  -6572214.4   816899.0  2625889.5   64.2   38.6   18.9  0.242  0.038  0.031   58.6    5.9    3.0
 64960.0  -7100263.6   219940.3   590651.1   10.9   38.7   25.3  0.234  0.038  0.031   37.8    5.9    2.6
 65260.0  -6959636.8  -390080.3 -1502868.3   29.8   38.7   32.5  0.045  0.038  0.027   26.8    5.9    2.9
 65560.0  -6164859.6  -982442.5 -3448444.7    9.1   38.7   34.4  1.670  0.038  0.023   64.6    5.9    3.7
 65860.0  -4793160.6 -1526324.3 -5055021.7   99.1   38.7   33.5  0.599  0.038  0.014  109.3    5.8    3.3
 66160.0  -2976370.8 -1991227.6 -6165389.7   16.2   38.6   30.8  0.412  0.038  0.009  129.2    5.9    0.5
 66460.0   -887741.6 -2347707.5 -6671085.2   12.1   38.6   28.7  0.200  0.038  0.011  105.8    5.9    3.5
 66760.0   1274682.5 -2568576.9 -6522411.9   17.4   38.6   25.2  0.483  0.038  0.012   56.4    5.9    1.4
 67060.0   3306542.6 -2630734.6 -5733089.1   71.9   38.6   21.4  0.497  0.038  0.022   43.3    5.9    2.3
 67360.0   5016205.3 -2517594.2 -4379321.1   35.3   38.6   15.2  0.405  0.039  0.021   58.7    5.9    0.9
 67660.0   6242933.4 -2221878.6 -2593157.3   62.2   38.6    8.3  0.290  0.039  0.022   70.2    5.9    3.2
 67960.0   6872637.9 -1748341.5  -550272.5   38.6   38.7    5.6  0.715  0.039  0.018   43.4    5.9    1.4
 68260.0   6849414.8 -1115836.3  1547167.3   25.3   38.7    6.7  0.574  0.039  0.016    5.3    5.9    0.2
 68560.0   6181173.9  -358170.1  3490927.0   81.2   38.7    9.9  0.188  0.038  0.017   12.5    5.8    2.8
 68860.0   4938407.1   476629.3  5088083.2  146.9   38.7   16.3 20.775  0.038  0.020   11.0    5.8    1.4
 69160.0   3246245.2  1328733.2  6180650.7   54.6   38.6   21.3  0.407  0.038  0.019   40.4    5.9    5.1
 69460.0   1271074.7  2130463.2  6661208.2   12.9   38.6   22.8  0.780  0.038  0.017  100.3    5.9    3.3
 69760.0   -796474.3  2811501.2  6483090.0   18.8   38.5   22.9  0.259  0.038  0.022  116.0    5.9    3.1
 70060.0  -2760233.6  3305001.5  5664523.8   74.3   38.5   26.0  0.338  0.038  0.026   58.4    5.9    2.0
 70360.0  -4437175.7  3554170.8  4286636.4   60.9   38.5   30.2  0.142  0.038  0.031   14.9    5.9    2.4
 70660.0  -5674580.7  3518777.5  2485575.9   41.9   38.5   30.1  0.158  0.038  0.032    4.3    5.9    0.8
 70960.0  -6364226.3  3180819.1   439219.3   82.7   38.6   32.9  0.359  0.038  0.030    9.8    5.9    2.6
 71260.0  -6452105.1  2548490.9 -1650488.6   24.7   38.6   33.2  0.645  0.038  0.028    4.4    5.9    2.4
 71560.0  -5942532.4  1657768.6 -3577722.7    7.8   38.6   30.7  0.325  0.038  0.021   54.5    5.9    4.7
 71860.0  -4896209.4   571171.7 -5153274.6   36.9   38.6   25.7  0.363  0.038  0.014  114.0    5.8    1.3
 72160.0  -3422698.8  -626244.9 -6223001.3   35.3   38.5   21.4  0.408  0.038  0.012  155.9    5.9    0.5
 72460.0  -1668537.8 -1833315.9 -6682408.9 1153.0*  41.0   18.2 27.081  0.041  0.015  140.7    6.0    0.6
 72760.0    197453.9 -2941040.9 -6486286.4   64.2   40.6   18.9  0.366  0.040  0.017  101.1    6.0    3.6
 73060.0   2000157.1 -3842150.1 -5652975.3  181.9   40.2   10.9  6.083  0.040  0.014   64.8    6.0    0.5
 73360.0   3574398.8 -4441456.9 -4262985.7   60.5   39.9    7.2  0.200  0.040  0.018   59.3    6.0    2.4
 73660.0   4780017.5 -4666023.8 -2452001.8   45.4   39.6    3.0  0.262  0.040  0.018   83.7    6.0    2.0
 73960.0   5514821.4 -4474207.1  -398231.5  110.7   39.4    5.1  0.910  0.039  0.016   88.6    5.9    1.2
 74260.0   5723819.7 -3862201.0  1695010.0   19.6   39.2    8.5  0.252  0.039  0.016   59.9    5.9    4.8
 74560.0   5403565.4 -2866905.1  3619895.3   47.6   39.0   12.8  0.378  0.039  0.017   10.3    5.9    2.2
 74860.0   4600938.5 -1564419.9  5185408.6   76.5   38.9   23.1  0.423  0.039  0.029   36.9    5.9    5.0
 75160.0   3406629.6   -64173.8  6236758.0   50.4   38.7   23.1  0.339  0.039  0.025    4.3    5.9    2.7
 75460.0   1944481.7  1500538.1  6670623.3   32.8   38.7   23.7  0.397  0.039  0.024   61.7    5.9    3.4
 75760.0    358146.4  2984674.7  6444953.9   19.4   38.6   27.3  0.098  0.039  0.028  105.0    5.9    0.3
 76060.0  -1203277.4  4244984.7  5582653.0   85.1   38.6   35.1  0.095  0.039  0.035  111.6    5.9    2.2
 76360.0  -2599310.3  5153892.7  4169140.6   37.0   38.6   32.9  0.567  0.039  0.031   70.4    5.9    0.6
 76660.0  -3710699.5  5612562.0  2344068.7   67.8   38.6   28.0  0.617  0.039  0.025    3.0    5.9    1.2
 76960.0  -4449654.8  5561869.9   287670.7   81.3   38.7   26.2  0.613  0.038  0.026   34.0    5.9    1.9
 77260.0  -4766692.9  4989843.9 -1797124.6   29.9   38.7   28.0  0.370  0.038  0.019   16.7    5.9    1.5
 77560.0  -4653397.4  3934483.4 -3705011.1  108.7   38.7   33.9  0.208  0.038  0.022   45.3    5.9    0.3
 77860.0  -4140859.3  2481406.8 -5248752.9  174.7   38.7   20.8  1.020  0.038  0.009   79.9    5.9    1.2
 78160.0  -3294350.8   756787.4 -6277326.7  155.7   38.6   28.0  1.143  0.038  0.023   94.9    5.9    0.7
 78460.0  -2205083.4 -1083899.2 -6690267.5   66.5   38.6   16.9  0.710  0.038  0.018  117.6    5.9    1.5
 78760.0   -980419.4 -2869613.6 -6446869.2   99.7   38.5   11.6  0.562  0.038  0.019   71.7    5.9    2.7
 79060.0    266642.2 -4429441.0 -5570055.5   95.3   38.5    6.8  0.587  0.038  0.018   46.1    5.9    1.2
 79360.0   1427634.1 -5608723.4 -4144648.2   71.2   38.5    5.5  0.215  0.038  0.016   29.0    5.9    1.3
 79660.0   2407953.8 -6284696.0 -2309854.7   27.2   38.5    7.3  0.150  0.038  0.008   15.8    5.9    6.1
 79960.0   3134533.6 -6379889.4  -246320.0   29.9   38.6    8.3  0.097  0.038  0.011   60.1    5.9    0.2
 80260.0   3561261.8 -5871667.0  1841612.0   46.1   38.6   10.1  0.380  0.038  0.007  125.9    5.9    0.1
 80560.0   3671481.5 -4796219.5  3746633.1   33.6   38.6   10.4  0.319  0.038  0.005   97.7    5.9    0.4
 80860.0   3477290.6 -3246182.2  5279750.8  102.3   38.6   10.0  0.195  0.038  0.007   28.9    5.9    0.9
 81160.0   3015942.0 -1362202.6  6289416.5   32.2   38.5    7.3  0.861  0.038  0.008   27.6    5.9    0.5
 81460.0   2344074.7   680514.4  6676467.4   68.5   38.5    6.1  0.663  0.038  0.008   21.2    5.9    1.6
 81760.0   1530762.0  2688963.0  6403465.8   21.1   38.4    4.2  0.391  0.038  0.012   70.3    5.9    4.4
 82060.0    650262.3  4470792.0  5497959.2   47.8   38.4    4.3  0.137  0.038  0.011  113.9    5.9    3.5
 82360.0   -224753.6  5852795.5  4049623.7   35.3   38.4    6.8  0.245  0.038  0.011   91.2    5.9    5.9
 82660.0  -1029018.0  6697969.8  2201547.8   59.7   38.4   15.4  0.318  0.038  0.016   70.2    5.9    0.1
 82960.0  -1709165.7  6919488.7   136214.2   41.3   38.5   16.4  0.544  0.038  0.016   22.9    5.9    1.9
 83260.0  -2226609.6  6489945.4 -1942587.1   13.7   38.5   17.2  0.278  0.038  0.010   51.9    5.9    2.1
 83560.0  -2558718.8  5444657.0 -3830173.8  175.1   38.5   35.6  0.261  0.038  0.032   56.2    5.9    0.2
 83860.0  -2698318.0  3878372.0 -5341375.8   35.7   38.5   34.4  0.415  0.038  0.029   68.3    5.9    0.8
 84160.0  -2651777.8  1936196.2 -6328393.7   65.3   38.4   24.7  0.395  0.038  0.025   92.2    5.9    0.0
 84460.0  -2436296.8  -200217.4 -6694792.3   41.3   38.4   23.6  0.733  0.038  0.030   98.2    5.9    1.1
 84760.0  -2076869.7 -2329674.5 -6404395.8   45.8   38.4   21.7  0.068  0.038  0.031   69.8    5.9    0.9
 85060.0  -1603458.5 -4250021.2 -5484700.5   90.7   38.4   14.3  0.264  0.038  0.025   58.2    5.9    5.3
 85360.0  -1048677.1 -5777103.4 -4024738.5   43.4   38.4   15.5  5.775  0.038  0.019   37.8    5.9    2.6
 85660.0   -446037.9 -6762731.4 -2167193.9  100.4   38.5   18.7  0.521  0.038  0.017   36.1    5.9    6.5
 85960.0    171288.4 -7109838.8   -95017.0   60.9   38.5   20.4  0.111  0.038  0.013   18.1    5.9    1.5
